,buy_mean,buy_std,buy_pc01,buy_pc02,buy_pc03,buy_pc04,buy_pc05,buy_pc06,buy_pc07,buy_pc08,buy_pc09,buy_pc10,buy_pc11,buy_pc12,buy_pc13,buy_pc14,buy_pc15,buy_pc16,buy_pc17,buy_pc18,buy_pc19,buy_pc20,sell_mean,sell_std,sell_pc01,sell_pc02,sell_pc03,sell_pc04,sell_pc05,sell_pc06,sell_pc07,sell_pc08,sell_pc09,sell_pc10,sell_pc11,sell_pc12,sell_pc13,sell_pc14,sell_pc15,sell_pc16,sell_pc17,sell_pc18,sell_pc19,sell_pc20
wkSMA[3][0],-0.00249215603490184,0.0017222268782532155,-0.12873873109529266,-0.0038461996311627035,0.058906421555518874,-0.1673757878479491,0.07113087402327709,0.04548863265016912,0.021154914219144078,-0.04371592364150331,-0.06935986130489093,0.06001086353181757,0.0007413862825439298,0.03704507029254347,-0.09149374066329391,0.014727332240418702,0.1186778629702476,-0.06284803780958145,-0.018404216356190092,-0.018046746594053645,0.016831196192367278,-0.044775296961391986,-0.00249215603490184,0.0017222268782532155,-0.12873873109529266,-0.0038461996311627035,0.058906421555518874,-0.1673757878479491,0.07113087402327709,0.04548863265016912,0.021154914219144078,-0.04371592364150331,-0.06935986130489093,0.06001086353181757,0.0007413862825439298,0.03704507029254347,-0.09149374066329391,0.014727332240418702,0.1186778629702476,-0.06284803780958145,-0.018404216356190092,-0.018046746594053645,0.016831196192367278,-0.044775296961391986
wkRSI[3][0],49.52113544149378,7.857773937691294,-0.015968589840450118,-0.22601766172033022,0.016959009202913822,0.07398420684939126,0.13783738367515552,-0.009715041416586913,-0.08625409684875972,0.026311004278233314,0.03491431886228142,0.020928670169582577,0.06404793386087759,0.06851140111010029,-0.0019086562434257656,-0.01617805247395564,-0.016991426581592438,-0.05815980875340289,-0.007115900950634448,0.06442066063499992,-0.027998331277727526,-0.00960069603893177,49.52113544149378,7.857773937691294,-0.015968589840450118,-0.22601766172033022,0.016959009202913822,0.07398420684939126,0.13783738367515552,-0.009715041416586913,-0.08625409684875972,0.026311004278233314,0.03491431886228142,0.020928670169582577,0.06404793386087759,0.06851140111010029,-0.0019086562434257656,-0.01617805247395564,-0.016991426581592438,-0.05815980875340289,-0.007115900950634448,0.06442066063499992,-0.027998331277727526,-0.00960069603893177
wkBB[3][0],0.000876647519948071,0.0006199459785580361,0.12482985453945633,-0.0009978811805574064,-0.026123551833682403,0.09494980426588794,-0.02859203956162607,0.05127586164556919,0.0011569406635229703,-0.1465314119714354,0.18989665341506895,-0.12253918803846651,0.128600177612735,-0.13908384920736114,0.1879315186644583,-0.12260786052894737,-0.02839756070907264,0.0173402551581417,0.05337381875385857,0.03585637725126249,-0.00835402358548368,-0.00839715889582512,0.000876647519948071,0.0006199459785580361,0.12482985453945633,-0.0009978811805574064,-0.026123551833682403,0.09494980426588794,-0.02859203956162607,0.05127586164556919,0.0011569406635229703,-0.1465314119714354,0.18989665341506895,-0.12253918803846651,0.128600177612735,-0.13908384920736114,0.1879315186644583,-0.12260786052894737,-0.02839756070907264,0.0173402551581417,0.05337381875385857,0.03585637725126249,-0.00835402358548368,-0.00839715889582512
wkATR[3][0],0.043266574207492775,0.022012615290212163,0.14224603260352803,-0.008773209800591401,-0.030374503443823676,-0.0011255900551125327,0.022523365374509708,-0.015458134973235638,0.050489937425466605,-0.17638109022854118,-0.04162458128659046,0.06145526648935963,0.12449660614949946,-0.012388001776506683,-0.06467159108684022,-0.046845716262743864,0.10874789063506238,-0.030870727968918772,0.11169058191020896,0.04102494848984567,-0.046018917109512766,-0.00870232509699573,0.043266574207492775,0.022012615290212163,0.14224603260352803,-0.008773209800591401,-0.030374503443823676,-0.0011255900551125327,0.022523365374509708,-0.015458134973235638,0.050489937425466605,-0.17638109022854118,-0.04162458128659046,0.06145526648935963,0.12449660614949946,-0.012388001776506683,-0.06467159108684022,-0.046845716262743864,0.10874789063506238,-0.030870727968918772,0.11169058191020896,0.04102494848984567,-0.046018917109512766,-0.00870232509699573
wkSMA[3][1],-0.0030908297778576613,0.0020663475767564114,-0.13656362072136757,-0.0010051639173771763,-0.006702591703478438,-0.09521665855374468,0.03550744201638886,-0.1330531299501058,0.051345476990483745,0.010599262349437954,-0.12291560834968802,0.06977583427787087,0.1029237564197768,-0.0020690393341826555,0.06630434831521143,-0.08621026138562432,0.02674931209584959,0.03501891406681474,-0.021845125244406297,0.048082707434954595,0.06648442862458306,0.05693437084082858,-0.0030908297778576613,0.0020663475767564114,-0.13656362072136757,-0.0010051639173771763,-0.006702591703478438,-0.09521665855374468,0.03550744201638886,-0.1330531299501058,0.051345476990483745,0.010599262349437954,-0.12291560834968802,0.06977583427787087,0.1029237564197768,-0.0020690393341826555,0.06630434831521143,-0.08621026138562432,0.02674931209584959,0.03501891406681474,-0.021845125244406297,0.048082707434954595,0.06648442862458306,0.05693437084082858
wkRSI[3][1],49.692457989617374,5.8005000411105,-0.020532289238489734,-0.2389696232425434,0.007378923560804251,0.060905007433854616,0.08724743446995462,-0.011761252978243176,-0.011449032241781162,0.006071817462932581,-0.002662352309340642,0.0035464266497136385,-0.013133721494614923,-0.023887766137818442,0.011901040916108874,0.00586393448800393,0.030005683468585818,0.053072509549830664,-0.0010697415823593126,-0.1143542830107694,0.050734965945821886,-0.0006018579093690495,49.692457989617374,5.8005000411105,-0.020532289238489734,-0.2389696232425434,0.007378923560804251,0.060905007433854616,0.08724743446995462,-0.011761252978243176,-0.011449032241781162,0.006071817462932581,-0.002662352309340642,0.0035464266497136385,-0.013133721494614923,-0.023887766137818442,0.011901040916108874,0.00586393448800393,0.030005683468585818,0.053072509549830664,-0.0010697415823593126,-0.1143542830107694,0.050734965945821886,-0.0006018579093690495
wkBB[3][1],0.0013365665723955205,0.0009609256478902327,0.1193351653930564,-0.008718924656234542,0.052253262705388104,-0.0009018934887319531,0.013537584468378066,0.24570840375969694,-0.038500229909677136,-0.049135262217485286,0.11746259856281116,0.01863260467394759,-0.13226695737943636,0.020331818089278197,-0.11917985963759152,0.19035177346051138,0.1399438515551932,-0.13019300320614022,-0.12237073879009099,-0.04758588010109375,0.14887334214551892,-0.05687083782497088,0.0013365665723955205,0.0009609256478902327,0.1193351653930564,-0.008718924656234542,0.052253262705388104,-0.0009018934887319531,0.013537584468378066,0.24570840375969694,-0.038500229909677136,-0.049135262217485286,0.11746259856281116,0.01863260467394759,-0.13226695737943636,0.020331818089278197,-0.11917985963759152,0.19035177346051138,0.1399438515551932,-0.13019300320614022,-0.12237073879009099,-0.04758588010109375,0.14887334214551892,-0.05687083782497088
wkATR[3][1],0.07629331051873198,0.036505824381340694,0.14369586348428048,-0.017752582105183722,-0.0022978753206606226,-0.06407522226439384,0.05873691638604497,0.05261773221242775,0.04510258835762223,-0.10368182235072201,-0.01848213969197481,0.08508892047958616,0.03434228585488176,0.04453576331122466,-0.052708192384923615,0.07537576501163011,-0.0484430787534394,0.051540391597919004,0.020768609683613597,0.05894168436479575,0.03791929760637408,0.11398060052155078,0.07629331051873198,0.036505824381340694,0.14369586348428048,-0.017752582105183722,-0.0022978753206606226,-0.06407522226439384,0.05873691638604497,0.05261773221242775,0.04510258835762223,-0.10368182235072201,-0.01848213969197481,0.08508892047958616,0.03434228585488176,0.04453576331122466,-0.052708192384923615,0.07537576501163011,-0.0484430787534394,0.051540391597919004,0.020768609683613597,0.05894168436479575,0.03791929760637408,0.11398060052155078
wkSMA[3][2],-0.003557737298325626,0.004062578246193791,-0.0830140836988365,-0.00398291310837237,-0.23061025760340398,-0.03635733395720355,0.026511617093024357,-0.13593431827976837,0.08044959717925643,-0.07736476648094977,0.2160695064907849,0.11554619560446334,-0.039383990780573475,-0.010634189684805322,0.06996026872983874,0.24431828979224518,0.03147605518490096,-0.06569576582924538,-0.1198420678337967,0.017425721608032848,-0.02214449909608987,0.001620194667817513,-0.003557737298325626,0.004062578246193791,-0.0830140836988365,-0.00398291310837237,-0.23061025760340398,-0.03635733395720355,0.026511617093024357,-0.13593431827976837,0.08044959717925643,-0.07736476648094977,0.2160695064907849,0.11554619560446334,-0.039383990780573475,-0.010634189684805322,0.06996026872983874,0.24431828979224518,0.03147605518490096,-0.06569576582924538,-0.1198420678337967,0.017425721608032848,-0.02214449909608987,0.001620194667817513
wkRSI[3][2],50.015297495821585,4.863625456157176,-0.02943265098711881,-0.21386739206332217,-0.020009877618222673,0.00018972748843928107,-0.13009895685769612,0.019799795355613062,0.14774878812017334,-0.05394974307904062,-0.07398942085371198,-0.049747186613464264,-0.1401622964078333,-0.15192728332745983,-0.009317225042306108,0.018411845115894554,0.06000475645107903,0.09503096727208898,0.027400479197093965,-0.08266714795056822,0.029166887062542026,0.022474648931364607,50.015297495821585,4.863625456157176,-0.02943265098711881,-0.21386739206332217,-0.020009877618222673,0.00018972748843928107,-0.13009895685769612,0.019799795355613062,0.14774878812017334,-0.05394974307904062,-0.07398942085371198,-0.049747186613464264,-0.1401622964078333,-0.15192728332745983,-0.009317225042306108,0.018411845115894554,0.06000475645107903,0.09503096727208898,0.027400479197093965,-0.08266714795056822,0.029166887062542026,0.022474648931364607
