,buy_mean,buy_std,buy_pc01,buy_pc02,buy_pc03,buy_pc04,buy_pc05,buy_pc06,buy_pc07,buy_pc08,buy_pc09,buy_pc10,buy_pc11,buy_pc12,buy_pc13,buy_pc14,buy_pc15,buy_pc16,buy_pc17,buy_pc18,buy_pc19,buy_pc20,sell_mean,sell_std,sell_pc01,sell_pc02,sell_pc03,sell_pc04,sell_pc05,sell_pc06,sell_pc07,sell_pc08,sell_pc09,sell_pc10,sell_pc11,sell_pc12,sell_pc13,sell_pc14,sell_pc15,sell_pc16,sell_pc17,sell_pc18,sell_pc19,sell_pc20
wkSMA[0][0],-0.0012980501309558076,0.0011478928162453003,-0.09402038398605604,-0.0075547221507071055,-0.1368241655782951,0.1274329815014301,-0.09230656024919788,0.11934749242735482,-0.02208533324222139,-0.2433240841196694,0.019191631330930766,0.05650082665072942,0.10241047723077179,0.057797643632337754,0.08597816655117811,0.18237075409512454,-0.1931364537119726,-0.19579881280444836,0.1070943230346302,0.0188958010057737,0.0010521386770340707,0.19317042197673215,-0.0014183569988279034,0.0011869521382679563,-0.09555654921264009,-0.02307927463873503,-0.11284702413055116,-0.12767808219599652,-0.04245155322497176,0.1147377937393298,-0.14968785553293373,0.11393616492828715,0.19013900989607982,-0.10570416737035965,-0.2062990942211133,0.019201204427835624,0.14528427520559292,-0.014894067374278393,-0.16619789389855386,0.08844968502948865,0.2096985544328638,-0.16613767428786833,-0.13843019089068181,-0.11472878882461075
wkRSI[0][0],76.13801657943644,6.42665104919825,0.03164475390530797,-0.017195734770095273,0.1500095136825247,-0.13265298211130203,-0.13132916789088836,-0.11797270928553234,0.24646263891742115,0.07223171270572422,0.2768556751232923,-0.010679495750885705,0.13106361052080692,-0.008680264219500813,-0.27257534797488125,0.037169451835418206,-0.0785314515930228,-0.18663559415211342,-0.046300577346746606,0.2907777278337185,-0.11931909106156562,-0.18677417145337966,22.741266220971916,6.366389381277805,-0.02071145517810979,0.024165361171609577,-0.1692901065395263,-0.07611806918660005,0.18295164259056534,-0.04052655875132909,-0.2656510762805163,0.22930889254158723,-0.01555385391968052,0.17923305261491465,-0.09903450798245611,0.06216428836599143,0.09246744089164784,0.2581668733643975,0.19836946597630262,-0.01742578575186099,0.16372037127817246,0.20751482535370527,0.1513405177198657,-0.04045445872727984
wkBB[0][0],0.0005820876125504463,0.0004938028487193694,0.10497857440076498,0.011446022969379936,0.12989992735711753,-0.1289726164199694,0.11869935846499186,-0.11100400349738954,0.0018678571166980758,0.2195298815158016,-0.016856398983967905,-0.049167139933149674,-0.08148905763002792,-0.04845495251162664,-0.051497755796116707,-0.11460285253287503,0.08233638557434342,0.09316852234616475,0.007136931080247526,0.00668593620523793,0.014930590182775635,-0.05536291171363053,0.0006796317287234751,0.0005140385499906064,0.1046729279693473,0.023692267861757134,0.11043129221657626,0.13573704814725446,0.04798496547187493,-0.1138409811220134,0.13569162865134884,-0.07704051461506022,-0.17573775039016598,0.0868088808944845,0.15660040256523827,-0.008691596187618203,-0.111776345651749,0.03558439625463429,0.11426593457541682,-0.0659667223780083,-0.06606748302480515,0.0801328963507408,0.06706908366010608,0.0541036600231962
wkATR[0][0],0.0524274486803518,0.03217972290461873,0.11701776924949246,0.02121312602329212,0.052388635903065764,-0.08017078232109673,0.17443316001176043,-0.09354773124010712,-0.0994751727511301,0.09682635076169034,-0.08939850449212247,-0.12297272613904811,0.029504255390238515,0.039698696053115975,0.09576508588621102,-0.13269676970827493,0.036159840879211175,-0.01913229020378948,0.30107575547389087,0.005318802850974012,-0.09696833624361562,-0.005057901364024531,0.05990849858356928,0.03666973706149721,0.1146271233669987,0.04841112313431388,0.05648661303812451,0.11188832698168909,0.0890092898116258,-0.15833361714207161,1.8562989333190478e-05,0.04980175925027427,-0.14866750677052415,0.04041490429372346,-0.04240211464573983,0.014510698152265727,-0.11144710673266264,0.18876025260138457,0.04240671500666444,-0.11682915627411401,0.19357847858199573,-0.027874354870332477,-0.05242748789494654,0.11354212067387628
wkSMA[0][1],-0.0017240953091188305,0.0013370979551288597,-0.11546588148082171,-0.006594211440557538,-0.14323866896222626,0.1286830936431932,-0.08974409931834795,0.09528012882013324,-0.03371903697556998,-0.16696050821964786,-0.003064585784281207,0.01663655996543299,0.04844827285679279,0.040108443062171324,0.05366087708227041,0.05664787394070028,-0.019086859627004626,-0.030582883890785856,0.04824519010986477,0.029716922497282583,-0.05115525601059338,-0.05307142539633232,-0.001909182011334225,0.0013770382973498916,-0.11285914247315444,-0.02217450612207912,-0.13767892052785308,-0.1374518774346104,-0.02258443036126025,0.10159506170961816,-0.12846613047030828,0.04806877204217736,0.10528540243118008,-0.06634341966279936,-0.09628845566527394,0.016249321242922547,0.02031603103692933,0.0019067132115874357,-0.05097798514868305,-0.03713950067594097,0.020044734053043696,-0.029698717601505043,-0.04973621526170061,0.06954285759691604
wkRSI[0][1],73.1762348597732,6.016258847081443,0.04170238834891424,-0.04484847902678104,0.1880015660827624,-0.10769916177527276,-0.19881489980759243,-0.04509627379226295,0.1506169176075348,-0.16309596799780524,0.13068085034306542,-0.025808765287501124,0.13454927242078774,0.045075988220842134,0.06671646078735202,0.06757693568033678,-0.035206945637788194,-0.03785973108026229,0.13091134860613265,-0.08329734128845741,-0.04027683227428239,0.0737796039307178,25.578962240735706,5.990828300654776,-0.029920634557021222,0.04507823314595043,-0.21374798462569744,-0.053600355761735816,0.23187046982332424,-0.09143942494469874,-0.05925993731900646,0.023173022031849493,-0.13582459256981094,0.14388439008312978,0.14091594860298215,-0.024469746279409732,-0.030238767137720474,-0.02401867335744412,0.026127403598454956,0.054879145725739584,-0.18444002249313554,-0.024696511997425674,0.06644297328206424,-0.17903608176268646
wkBB[0][1],0.000790326551033682,0.0006038732867891565,0.12415063999708557,0.009885068336893127,0.12257913670037661,-0.1005577883861887,0.10636255662771925,-0.04733443321851859,0.003468452736139928,0.078649836362597,-0.01711975462295316,0.03009074281340468,-0.009002357614802179,-0.019918829429076346,-0.0013649398417299606,0.06356960359596957,-0.1445804050499875,-0.10746101295199903,0.02065634588751352,-0.018686249830865403,0.07894837695205956,0.26565995340640347,0.0009119219182275077,0.0006285985954682066,0.11722317991262053,0.0234010254874257,0.1258874822752269,0.12545615871574928,0.040962119054345256,-0.09770210615553813,0.07820502410874622,0.03749328660384058,-0.03140416625079318,0.049802796678095174,-0.0075670343184023,0.003460708378718786,0.10956867931305546,0.00832208517048275,-0.03898838191912946,0.13668058633035304,0.14621078797269613,-0.09210672016206414,-0.05315205546999597,-0.21003710634558945
wkATR[0][1],0.08104369501466269,0.045326225890783035,0.13068501402368793,0.028292525836999146,0.019048201119473435,-0.044530839296408595,0.19172581090523916,-0.024425908113278116,-0.11062458771805982,0.02391224483880789,-0.09119163730473477,-0.08638545176555269,0.07045750917033551,0.05817604403354936,0.09500389084619827,0.0077409134771206315,-0.02206576561937238,-0.11186251644816687,0.200941932615893,0.05303162869130006,-0.07737230548652914,-0.011516208130650418,0.0906634560906512,0.05034904002740768,0.1247632710633472,0.058744965434516135,0.032255907265247984,0.08785059914988073,0.13090271319374702,-0.13950229398710365,-0.05428834530562626,0.08658362924032,-0.07048572390098384,0.02859296855657778,-0.0941740072684578,0.027476744044443703,-0.04879099112845872,0.1027150110155373,-0.03746649501104657,-0.025373210329391094,0.09913810933034042,-0.12726053233874965,-0.05893227185961598,0.09761668799041817
wkSMA[0][2],-0.002294443300706467,0.00167896506172624,-0.13396670435380592,0.0015675562307338581,-0.12636399357296968,0.06631846882843621,-0.0344135133209309,-0.03403993469117638,0.015276064319143558,0.06997518401062236,0.028550730934491134,-0.08381577763581201,0.02916150029589568,0.012989823597372137,-0.019515004565772685,-0.052989146086040606,-0.05603908390498026,-0.10729196068885796,0.1363235988299756,0.07544650171430005,-0.05219693334725975,0.041605141508573786,-0.002526968876773736,0.0016147790425368215,-0.12968876386195766,-0.011344180741351519,-0.1302983822734405,-0.06663788300921267,-0.02231716136680507,-0.007826004992426232,0.04889171909676213,-0.0568964824953438,-0.08112197241683071,-0.017257655172518913,0.005770457477765087,-0.007258294892532566,-0.06657970953703042,0.035317554576809754,-0.0434803417876031,0.013478639196387445,0.10135137765893686,-0.13692769920795364,-0.0830419024365879,-0.0023250805107813697
wkRSI[0][2],67.34398899021326,5.123271987290972,0.04620575058673159,-0.10972086238633584,0.14730372766542685,0.09722207235381866,-0.20082511526264005,0.04456375498534269,-0.08723188229045842,-0.07952880126337294,-0.13533333074192205,-0.1665896593795622,0.007256284961018001,0.032786631107522106,0.17923541427890607,-0.11537007820867692,0.11018050950434531,0.01846602464476202,0.0632930540210375,-0.04318352761058738,0.0051100749702462245,-0.05314847184707051,31.313980934419014,5.13458840718834,-0.04982357055924727,0.10678880411090101,-0.15762775684390995,0.13330007007427597,0.10532575317001311,-0.1102334471910658,0.17925450083077477,-0.0687304262721589,0.06812923049742935,-0.05110125722202271,0.10942206907452431,-0.013700039901427558,0.1526785950117841,-0.19827331681698337,-0.10353304620096533,0.07260180535768741,-0.011181531630936183,-0.054265209467715396,0.028960715402917385,-0.02699752077965204
