,buy_mean,buy_pc01,buy_pc02,buy_pc03,buy_pc04,buy_pc05,buy_pc06,sell_mean,sell_pc01,sell_pc02,sell_pc03,sell_pc04,sell_pc05,sell_pc06
wkSMA[4][0],1.0835255794582173e-15,-0.13855317350724847,0.016041401112554126,-0.09232396631451892,-0.01423913216442654,0.009296212914908134,-0.11721103650696159,-3.3816198189149245e-15,-0.13458860016934254,0.004077363644009332,-0.09786239644268382,0.026591556821837843,-0.04421961500149604,-0.08880271982223432
wkRSI[4][0],7.664693252844436e-14,0.0560998230370518,-0.15583926631816766,0.13622392879276868,0.1418112605130627,-0.1185717073243932,-0.006236614984618025,3.446333555330469e-14,-0.06574655393947021,0.14699267266589208,-0.14608789014083967,0.15959080061695582,0.03818174291269285,-0.02216784053615873
wkBB[4][0],8.501508392672166e-16,0.12098320556145346,-0.012031229465032345,-0.010851907664446622,0.11780575017100162,-0.032813182852396594,0.21288489995311927,9.500741395999074e-16,0.11530639711914223,-0.0030295100547377035,0.00920544019357433,-0.12186820925488522,0.10924298609446581,0.15197593544454965
wkATR[4][0],2.0003549159228627e-16,0.1401335283662814,0.03691410479797456,-0.0753111218428921,0.03647068780733962,0.04491193264540508,0.06328155714692772,-2.3188250186845196e-15,0.13637784616248955,0.05053075949569743,-0.06813257880229118,-0.028173694115339407,0.07245585088881314,0.02328237034446167
wkSMA[4][1],2.6671398878971503e-16,-0.11155813989912176,0.09878284410776209,-0.011438401010137395,-0.17383108494844363,0.05145889098335243,-0.004032574071397643,3.1883844006912145e-15,-0.11754403021253335,0.08172536435314967,-0.006767372281363534,0.1668096995945594,-0.04375456065457978,-0.041080444578385625
wkRSI[4][1],-1.0685229175887959e-14,0.01902183363995594,-0.21709566511563758,-1.8730439913850707e-05,0.11186906115584404,0.04134127244282865,-0.10930002562596207,3.696633807998368e-15,-0.060943641306582474,0.20674227130210598,0.013510772304852363,0.11130936022401218,0.005874843843327042,0.11670971554899782
wkBB[4][1],1.2002129495537176e-15,0.10894592293527326,-0.00119229875869745,-0.08461357877750145,0.08056430049954799,-0.02929725580353475,0.1051848663177675,1.3204420245286848e-15,0.10302644336264508,0.024879897335538952,-0.07758184274764002,-0.08144621943434162,0.05664072382909148,0.12827996086355029
wkATR[4][1],-4.8175214225142275e-15,0.13496289748092083,0.051036973443219384,-0.10189660226754622,0.020638719374489512,-0.006991785691786362,0.0133470111769254,9.983829941558347e-16,0.13281541187813736,0.06157127929650258,-0.09217771911712638,0.00031208617171627075,-0.0053529272779911175,0.017398631079368572
wkSMA[4][2],-9.918426458117527e-16,-0.020849434799440115,0.20091971328033045,0.05188497881840455,-0.034623990470065764,-0.10518141245511482,0.12916823862415164,-5.233459243558812e-17,-0.08051637149741614,0.16874315996515657,0.08658204509040567,0.03101927200534798,0.0036989079065871274,0.13281138446550905
wkRSI[4][2],2.3784949246385936e-14,-0.006272780815009515,-0.1970380491431855,-0.06874786119840925,-0.09897584163609216,0.05537732822477759,0.014868254885276572,5.169047437484242e-15,-0.049504685896931605,0.1814730615658374,0.09013544991998788,-0.10605950626619794,-0.01302304453634428,0.013532484283767653
wkBB[4][2],1.7169713028337905e-15,0.10260582541019972,0.012814776121643038,-0.103754433193277,-0.012229456083422524,-0.06613898219392361,-0.06258283672805838,-7.568387213761974e-16,0.08698733315414851,0.08546698416020644,-0.07219613515222806,-0.00996737911457946,-0.1132705334196467,0.143355075302677
